Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
dell,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,256gb ssd,amd radeon 530,windows 10,1.4kg,43601.688
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,amd radeon r7 m445,windows 10,2.36kg,34035.264
dell,ultrabook,12 1/2,1366x768,intel core i3 6100u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 7,1.5kg,60480.792
dell,ultrabook,12 1/2,1366x768,intel core i3 6100u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows 7,1.5kg,62176.1616
dell,ultrabook,12 1/2,1366x768,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.5kg,75289.968
dell,notebook,15 3/5,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,amd radeon r5 m315,windows 7,2.24kg,40980.312
dell,ultrabook,13 1/3,full hd 1920x1080,intel core i7 7560u 2.4ghz,8gb,256gb ssd,intel iris plus graphics 640,windows 10,1.23kg,73473.12
dell,notebook,15 3/5,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,linux,2.09kg,27899.0064
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,amd radeon r7 m445,windows 10,2.5kg,41771.52
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 940mx,windows 10,2.18kg,53807.472
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050ti,windows 10,2.62kg,63882.72
dell,notebook,15 3/5,ips panel touchscreen / 4k ultra hd 3840x2160,intel core i5 6300hq 2.3ghz,8gb,256gb ssd,nvidia geforce 960m,windows 10,2.04kg,119916.2304
dell,gaming,15 3/5,4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows 10,2.62kg,79813.44
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce gt 940mx,linux,1.98kg,47686.1328
dell,2 in 1 convertible,15 3/5,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,2.09kg,62817.12
dell,ultrabook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,linux,1.23kg,58554.72
dell,2 in 1 convertible,13 1/3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.6kg,63882.72
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2.0ghz,4gb,128gb ssd,amd radeon r7 m440,windows 10,2.3kg,26586.72
dell,ultrabook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,1.2kg,142790.4
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,amd radeon r7 m445,windows 10,2.36kg,47365.92
dell,2 in 1 convertible,15 3/5,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.191kg,53226.72
dell,ultrabook,12 1/2,full hd / touchscreen 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.26kg,91288.3536
dell,2 in 1 convertible,15,full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.08kg,27119.52
dell,ultrabook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.29kg,78694.56
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics 520,linux,2.18kg,27804.7008
dell,notebook,15 3/5,touchscreen 1366x768,intel core i3 7100u 2.4ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.3kg,24988.8528
dell,notebook,15 3/5,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 7,2.24kg,39267.36
dell,2 in 1 convertible,17 1/3,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,nvidia geforce 940mx,windows 10,2.77kg,95850.72
dell,notebook,14,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.6kg,46620
dell,2 in 1 convertible,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i5 7y54 1.2ghz,8gb,256gb ssd,intel hd graphics 615,windows 10,1.24kg,96596.64
dell,notebook,15 3/5,1366x768,intel pentium quad core n3710 1.6ghz,4gb,500gb hdd,intel hd graphics,linux,2.2kg,17262.72
dell,notebook,15 3/5,1366x768,intel pentium quad core n3700 1.6ghz,4gb,500gb hdd,intel hd graphics,windows 10,2.2kg,23655.7872
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.29kg,26107.2
dell,notebook,15 3/5,1366x768,intel core i3 7100u 2.4ghz,6gb,1tb hdd,intel hd graphics 620,windows 10,2.3kg,24455.52
dell,notebook,15 3/5,1366x768,intel celeron dual core n3050 1.6ghz,2gb,500gb hdd,intel hd graphics,windows 10,2.20kg,20193.12
dell,notebook,15 3/5,1366x768,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd radeon r5 m430,linux,2.3kg,42943.1472
fujitsu,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.2kg,42570.72
fujitsu,notebook,15 3/5,1366x768,intel core i5 6200u 2.3ghz,4gb,256gb ssd,intel hd graphics 520,windows 10,2.3kg,34578.72
google,ultrabook,12 1/3,touchscreen 2400x1600,intel core i7 7y75 1.3ghz,16gb,512gb ssd,intel hd graphics 615,chrome os,1.1kg,117162.72
google,ultrabook,12 1/3,touchscreen 2400x1600,intel core i5 7y57 1.2ghz,8gb,128gb ssd,intel hd graphics 615,chrome os,1.1kg,67932
google,ultrabook,12 1/3,touchscreen 2400x1600,intel core i5 7y57 1.2ghz,8gb,256gb ssd,intel hd graphics 615,chrome os,1.1kg,83063.52
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,no os,1.86kg,30636
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,no os,1.86kg,20986.992
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,no os,1.86kg,18381.0672
hp,notebook,15 3/5,1366x768,amd e-series e2-9000e 1.5ghz,4gb,500gb hdd,amd radeon r2,no os,1.86kg,13746.24
hp,ultrabook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.91kg,35111.52
hp,notebook,17 1/3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.5kg,47738.88
hp,notebook,17 1/3,full hd 1920x1080,amd a6-series 9220 2.5ghz,4gb,500gb hdd,amd radeon 530,windows 10,2.71kg,23389.92
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics 620,windows 10,1.86kg,26037.4032
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,2.1kg,46833.12
hp,notebook,15 3/5,full hd 1920x1080,amd a6-series 9220 2.5ghz,4gb,256gb ssd,amd radeon r4 graphics,windows 10,1.86kg,21231.5472
hp,notebook,13 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.49kg,58767.84
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.91kg,23389.92
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.86kg,36763.2
hp,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,amd radeon 520,windows 10,1.86kg,23373.4032
hp,notebook,14,1366x768,intel celeron dual core n3060 1.6ghz,4gb,32gb ssd,intel hd graphics 400,windows 10,1.44kg,12201.12
hp,notebook,17 1/3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 930mx,windows 10,2.5kg,52054.56
hp,notebook,14,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.63kg,45820.8
hp,ultrabook,15 3/5,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,nvidia geforce gtx 940mx,windows 10,1.83kg,37242.72
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.96kg,31914.1872
hp,notebook,13 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows 10,1.49kg,63776.16
hp,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,2.62kg,66546.72
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,amd radeon 530,windows 10,1.91kg,38308.32
hp,notebook,15 3/5,full hd 1920x1080,amd e-series e2-9000e 1.5ghz,4gb,500gb hdd,amd radeon r2,windows 10,2.1kg,18594.72
hp,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce mx150,windows 10,1.38kg,59620.32
hp,notebook,14,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,6gb,256gb ssd,nvidia geforce 940mx,windows 10,1.58kg,35111.52
hp,notebook,14,ips panel 1366x768,intel core i5 8250u 1.6ghz,4gb,500gb hdd,intel uhd graphics 620,windows 10,1.63kg,38468.16
hp,notebook,14,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.63kg,57755.52
hp,notebook,17 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,nvidia geforce 930mx,windows 10,2.5kg,67718.88
hp,notebook,14,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,intel uhd graphics 620,windows 10,1.63kg,43263.36
hp,notebook,17 1/3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,2.5kg,49443.84
hp,notebook,15 3/5,1366x768,intel core i7 7500u 2.7ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.05kg,31861.44
hp,notebook,14,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.63kg,52640.64
hp,notebook,13 1/3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.32kg,37242.72
hp,notebook,15 3/5,1366x768,amd a6-series 9220 2.5ghz,4gb,256gb ssd,amd radeon r4 graphics,windows 10,1.86kg,19660.32
hp,ultrabook,12 1/2,ips panel 4k ultra hd / touchscreen 3840x2160,intel core m 6y75 1.2ghz,8gb,512gb ssd,intel hd graphics 515,windows 10,0.97kg,107305.92
hp,ultrabook,14,full hd 1920x1080,intel core i5 7500u 2.7ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.48kg,57648.96
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,6gb,256gb ssd,amd radeon 520,windows 10,1.91kg,32980.32
hp,notebook,13 1/3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,500gb hdd,intel uhd graphics 620,windows 10,1.49kg,40173.12
hp,notebook,17 1/3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,6gb,2tb hdd,amd radeon 520,windows 10,2.71kg,37242.72
hp,notebook,17 1/3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,2.5kg,49177.44
hp,2 in 1 convertible,13 1/3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.29kg,79866.72
hp,notebook,17 1/3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.5kg,48697.92
hp,notebook,13 1/3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.49kg,51095.52
hp,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,3.35kg,73473.12
hp,notebook,17 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,2.5kg,55677.6
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,no os,2.1kg,18594.72
hp,notebook,14,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,1.63kg,54931.68
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,intel uhd graphics 620,windows 10,2.1kg,42304.32
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd firepro w4190m,windows 10,1.9kg,67612.32
hp,notebook,15 3/5,1366x768,amd e-series 9000e 1.5ghz,4gb,500gb hdd,amd radeon r2,windows 10,2.1kg,17582.4
hp,notebook,15 3/5,touchscreen 1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.04kg,29783.52
hp,notebook,13 1/3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,500gb hdd,intel uhd graphics 620,windows 10,1.49kg,35964
hp,notebook,15 3/5,1366x768,amd a6-series a6-9220 2.5ghz,8gb,128gb ssd,amd radeon r4 graphics,windows 10,1.91kg,23757.552
hp,notebook,17 1/3,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,1tb hdd,nvidia geforce mx150,windows 10,2.9kg,56423.52
hp,notebook,15 3/5,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.1kg,38468.16
hp,notebook,17 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.5kg,54239.04
hp,notebook,17 1/3,1600x900,intel core i3 6006u 2ghz,8gb,1tb hdd,intel hd graphics 520,windows 10,2.54kg,26053.92
hp,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i7 7600u 2.8ghz,16gb,256gb ssd,intel hd graphics 620,windows 10,1.28kg,105228
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,1.86kg,24988.32
hp,2 in 1 convertible,13 1/3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,16gb,1tb ssd,intel uhd graphics 620,windows 10,1.29kg,130482.72
hp,notebook,14,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.95kg,52214.4
hp,notebook,14,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.48kg,68837.76
hp,notebook,15 3/5,ips panel full hd 1366x768,intel core i7 8550u 1.8ghz,8gb,1tb hdd,intel uhd graphics 620,windows 10,2.1kg,48058.56
hp,ultrabook,12 1/2,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.26kg,71128.8
hp,notebook,14,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.48kg,67559.04
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.84kg,60952.32
hp,notebook,15 3/5,ips panel full hd 1920x1080,intel core i3 7100u 2.4ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.1kg,38148.48
hp,notebook,14,1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows 10,1.44kg,14865.12
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.84kg,69477.12
hp,workstation,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia quadro m1200,windows 10,2.6kg,92615.0256
hp,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.86kg,23389.92
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,1.86kg,34045.92
hp,notebook,15 3/5,1366x768,intel pentium quad core n3710 1.6ghz,8gb,2tb hdd,intel hd graphics 405,windows 10,2.04kg,20725.92
hp,ultrabook,14,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.36kg,93240
hp,notebook,15 3/5,full hd 1920x1080,amd a9-series 9420 3ghz,4gb,256gb ssd,amd radeon r5,windows 10,1.91kg,26053.3872
hp,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,3.35kg,63456.48
hp,ultrabook,15 3/5,full hd 1920x1080,amd a9-series 9420 3ghz,4gb,256gb ssd,amd radeon 520,windows 10,1.91kg,26586.72
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,1tb hdd,amd radeon 520,windows 10,2.1kg,24988.32
hp,ultrabook,14,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.43kg,79920
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 7820hq 2.9ghz,8gb,256gb ssd,intel hd graphics 630,windows 10,2.31kg,76030.56
hp,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,3.35kg,106506.72
hp,notebook,15 3/5,1366x768,intel celeron dual core n3060 1.6ghz,4gb,500gb hdd,intel hd graphics 400,windows 10,2.1kg,18488.16
hp,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,2.2kg,58554.72
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,1.91kg,31381.92
hp,workstation,15 3/5,ips panel full hd 1920x1080,intel core i7 7820hq 2.9ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,2.31kg,81731.52
hp,notebook,17 1/3,1600x900,intel core i3 6006u 2ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,2.5kg,34093.872
hp,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,1tb hdd,nvidia geforce gtx 1060,windows 10,3.78kg,90522.72
hp,2 in 1 convertible,13 1/3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.29kg,106506.72
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,500gb hdd,amd firepro w4190m,windows 10,1.9kg,61485.12
hp,notebook,13 1/3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,128gb ssd,intel uhd graphics 620,windows 10,1.49kg,38681.28
hp,notebook,14,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,1tb ssd,intel hd graphics 620,windows 10,1.48kg,93186.72
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,amd radeon 520,windows 10,1.91kg,32979.7872
hp,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.34kg,70489.44
hp,notebook,15 3/5,touchscreen 1366x768,intel core i5 8250u 1.6ghz,4gb,1tb hdd,intel uhd graphics 620,windows 10,2.04kg,27783.9216
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,2.04kg,47365.92
hp,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.32kg,74538.72
hp,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.63kg,36709.92
hp,notebook,15 3/5,full hd 1920x1080,intel pentium quad core n3710 1.6ghz,4gb,256gb ssd,intel hd graphics 405,windows 10,1.86kg,21258.1872
hp,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,1tb hdd,nvidia geforce gtx 1060,windows 10,2.62kg,95850.72
hp,ultrabook,13 1/3,ips panel quad hd+ 3200x1800,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.34kg,61005.6
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 7100u 2.4ghz,4gb,128gb ssd,intel hd graphics 620,windows 10,2.1kg,37589.04
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.86kg,21152.16
hp,notebook,17 1/3,1600x900,intel core i3 6006u 2ghz,8gb,1tb hdd,intel hd graphics 520,windows 10,2.65kg,28992.312
hp,notebook,17 1/3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.63kg,68198.4
hp,notebook,15 3/5,ips panel full hd 1920x1080,amd a10-series a10-9620p 2.5ghz,6gb,128gb ssd,amd radeon 530,windows 10,1.91kg,30310.992
hp,ultrabook,13 1/3,ips panel quad hd+ / touchscreen 3200x1800,intel core m 6y75 1.2ghz,16gb,512gb ssd,intel hd graphics 515,windows 10,1.16kg,104695.2
hp,workstation,17 1/3,1600x900,intel core i5 7440hq 2.8ghz,8gb,500gb hdd,nvidia quadro m1200,windows 10,3.14kg,99153.5472
hp,notebook,14,1366x768,intel pentium quad core n3710 1.6ghz,8gb,2tb hdd,intel hd graphics 405,windows 10,1.94kg,20725.92
hp,notebook,15 3/5,ips panel full hd 1920x1080,amd a9-series a9-9420 3ghz,6gb,256gb ssd,amd radeon 530,windows 10,1.95kg,34578.72
hp,notebook,13 1/3,full hd 1920x1080,intel core i3 7100u 2.4ghz,4gb,128gb ssd,intel hd graphics 620,windows 10,1.49kg,38308.32
hp,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,3.78kg,79813.44
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.84kg,64948.32
hp,notebook,15 3/5,1366x768,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.1kg,35616.6144
hp,ultrabook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.84kg,74005.92
hp,notebook,14,1366x768,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.31kg,59886.72
hp,notebook,15 3/5,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 7,1.88kg,49656.96
hp,notebook,17,1600x900,amd a9-series 9420 3ghz,8gb,1tb hdd,amd radeon r5,windows 10,2.6kg,27753.552
hp,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,no os,1.86kg,19441.872
hp,notebook,15 3/5,1920x1080,intel core i3 6006u 2ghz,6gb,1tb hdd,amd radeon r5 m430,windows 10,2.04kg,28717.92
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd radeon 530,windows 10,2.1kg,39693.6
hp,2 in 1 convertible,14,ips panel full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4gb,128gb ssd,nvidia geforce 940mx,windows 10,1.63kg,37242.72
hp,2 in 1 convertible,11 3/5,touchscreen 1366x768,intel celeron dual core n3350 1.1ghz,8gb,64gb flash storage,intel hd graphics 500,chrome os,1.4kg,26373.6
hp,notebook,17 1/3,ips panel full hd 1920x1080,intel core i3 6006u 2ghz,4gb,256gb ssd,amd radeon r5 520,windows 10,2.5kg,37242.72
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,amd radeon 520,windows 10,1.86kg,32639.8608
hp,notebook,17 1/3,ips panel full hd 1920x1080,amd a10-series 9600p 2.4ghz,6gb,2tb hdd,amd radeon r7 m440,windows 10,2.65kg,30316.32
hp,workstation,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,500gb hdd,nvidia quadro m1200,windows 10,3.14kg,101657.7072
hp,notebook,17 1/3,ips panel full hd 1920x1080,amd a10-series 9620p 2.5ghz,6gb,2tb hdd,amd radeon 530,windows 10,2.71kg,34898.9328
hp,notebook,17 1/3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,2.63kg,63936
hp,2 in 1 convertible,13 1/3,ips panel touchscreen 1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.58kg,44574.048
hp,notebook,15 3/5,full hd 1920x1080,amd a9-series 9420 3ghz,4gb,1tb hdd,amd radeon 520,windows 10,2.1kg,26053.92
hp,notebook,15 3/5,full hd 1920x1080,amd a9-series a9-9420 3ghz,6gb,128gb ssd +  1tb hdd,amd radeon 520,windows 10,2.1kg,34632
hp,workstation,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd,nvidia quadro m2200,windows 10,2.6kg,128884.32
hp,workstation,17 1/3,ips panel full hd 1920x1080,intel xeon e3-1535m v5 2.9ghz,16gb,256gb ssd,nvidia quadro m2000m,windows 7,3kg,233845.92
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.84kg,101232
hp,notebook,15 3/5,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,2.2kg,58554.72
hp,workstation,15 3/5,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,256gb ssd,nvidia quadro m1000m,windows 7,2.59kg,83170.08
